Timestamp,Voltage_V,Current_A,Power_W,Power_Factor,Season,Time_of_Day,Delta_I,Anomaly_Duration_min,Label
2024-01-28 00:00:00,202.867,3.065,575.143,0.9959,Winter,Night,0.112,0,Normal
2024-01-28 00:30:00,200.608,0.922,207.482,0.8147,Winter,Night,2.115,0,Normal
2024-01-28 01:00:00,199.61,2.804,393.7,0.9873,Winter,Night,0.319,0,Normal
2024-01-28 01:30:00,246.06,2.04,465.014,0.8185,Winter,Night,0.137,0,Normal
2024-01-28 02:00:00,205.606,0.052,10.076,0.8559,Winter,Night,0.194,0,Normal
2024-01-28 02:30:00,211.92,0.997,153.686,0.8614,Winter,Night,0.338,0,Normal
2024-01-28 03:00:00,215.441,2.783,571.498,0.8492,Winter,Night,0.243,0,Normal
2024-01-28 03:30:00,231.414,0.232,37.09,0.9647,Winter,Night,0.093,0,Normal
2024-01-28 04:00:00,212.615,2.18,495.325,0.8279,Winter,Night,0.115,0,Normal
2024-01-28 04:30:00,218.454,1.865,403.8,0.7137,Winter,Night,0.185,66,Normal
2024-01-28 05:00:00,237.367,2.113,413.258,0.9545,Winter,Night,2.126,0,Normal
2024-01-28 05:30:00,252.323,2.42,595.948,0.8481,Winter,Night,0.453,0,Normal
2024-01-28 06:00:00,213.224,0.736,84.526,0.9554,Winter,Morning,1.952,0,Normal
2024-01-28 06:30:00,239.141,0.05,10.79,0.9469,Winter,Morning,0.146,0,Normal
2024-01-28 07:00:00,231.67,1.461,210.496,0.8033,Winter,Morning,0.174,0,Normal
2024-01-28 07:30:00,214.764,1.782,402.394,0.8196,Winter,Morning,0.65,0,Normal
2024-01-28 08:00:00,246.689,0.858,174.631,0.9392,Winter,Morning,0.013,0,Normal
2024-01-28 08:30:00,214.203,1.599,211.423,0.9874,Winter,Morning,0.319,0,Normal
2024-01-28 09:00:00,205.019,1.286,193.145,0.7958,Winter,Morning,2.28,0,Normal
2024-01-28 09:30:00,200.941,0.317,44.307,1.0,Winter,Morning,2.286,0,Abnormal
2024-01-28 10:00:00,200.537,2.107,318.279,0.8249,Winter,Morning,0.324,0,Normal
2024-01-28 10:30:00,214.553,3.196,390.085,0.8761,Winter,Morning,0.404,0,Normal
2024-01-28 11:00:00,238.932,1.328,201.305,0.7878,Winter,Morning,0.125,15,Normal
2024-01-28 11:30:00,245.797,3.073,761.117,0.7609,Winter,Morning,0.081,0,Normal
2024-01-28 12:00:00,203.351,1.542,248.578,0.7873,Winter,Afternoon,0.129,28,Normal
2024-01-28 12:30:00,193.348,2.895,331.539,0.8435,Winter,Afternoon,1.413,0,Normal
2024-01-28 13:00:00,245.029,2.199,440.997,0.7824,Winter,Afternoon,0.96,35,Normal
2024-01-28 13:30:00,194.22,0.048,10.277,0.8658,Winter,Afternoon,0.394,0,Normal
2024-01-28 14:00:00,198.95,2.19,257.156,0.7905,Winter,Afternoon,0.189,0,Normal
2024-01-28 14:30:00,210.734,2.252,282.788,0.9619,Winter,Afternoon,0.355,0,Normal
2024-01-28 15:00:00,200.357,2.255,380.188,0.7589,Winter,Afternoon,0.081,35,Abnormal
2024-01-28 15:30:00,200.533,2.781,562.7,0.842,Winter,Afternoon,0.047,0,Normal
2024-01-28 16:00:00,240.797,2.195,558.182,0.9229,Winter,Afternoon,2.107,0,Normal
2024-01-28 16:30:00,206.385,0.051,9.975,0.6819,Winter,Afternoon,0.222,0,Normal
2024-01-28 17:00:00,191.438,3.632,674.272,0.998,Winter,Afternoon,1.211,26,Abnormal
2024-01-28 17:30:00,256.831,2.664,480.233,0.8847,Winter,Afternoon,0.273,0,Normal
2024-01-28 18:00:00,214.852,2.193,388.708,0.8883,Winter,Evening,1.843,0,Normal
2024-01-28 18:30:00,210.207,1.68,212.611,1.0,Winter,Evening,0.364,0,Normal
2024-01-28 19:00:00,194.843,3.341,429.185,0.788,Winter,Evening,0.188,0,Normal
2024-01-28 19:30:00,231.686,2.634,428.768,0.9591,Winter,Evening,0.088,24,Abnormal
2024-01-28 20:00:00,219.476,2.305,345.838,0.836,Winter,Evening,0.309,40,Abnormal
2024-01-28 20:30:00,246.65,2.922,564.763,0.738,Winter,Evening,2.413,52,Abnormal
2024-01-28 21:00:00,209.18,1.307,272.118,0.9248,Winter,Evening,0.223,0,Normal
2024-01-28 21:30:00,231.461,1.188,267.711,0.8457,Winter,Evening,0.373,0,Normal
2024-01-28 22:00:00,200.986,1.38,239.693,0.9538,Winter,Night,0.276,0,Normal
2024-01-28 22:30:00,223.511,1.14,164.469,0.8626,Winter,Night,0.099,0,Normal
2024-01-28 23:00:00,221.834,1.891,270.889,0.8715,Winter,Night,0.19,39,Normal
2024-01-28 23:30:00,227.013,1.496,228.641,0.9139,Winter,Night,0.316,0,Normal
2024-01-29 00:00:00,214.303,0.334,45.085,0.9341,Winter,Night,1.876,0,Normal
2024-01-29 00:30:00,195.81,1.058,151.308,1.0,Winter,Night,0.179,0,Normal
2024-01-29 01:00:00,220.691,1.858,288.19,0.8899,Winter,Night,0.271,0,Normal
2024-01-29 01:30:00,247.977,1.747,302.21,0.7703,Winter,Night,0.017,51,Normal
2024-01-29 02:00:00,222.693,4.591,688.891,0.8225,Winter,Night,2.429,0,Normal
2024-01-29 02:30:00,210.409,2.002,305.727,0.7969,Winter,Night,0.089,0,Normal
2024-01-29 03:00:00,226.515,3.411,557.305,0.8196,Winter,Night,0.278,0,Normal
2024-01-29 03:30:00,208.399,1.994,229.785,0.8996,Winter,Night,2.081,0,Normal
2024-01-29 04:00:00,210.998,2.335,382.704,0.8184,Winter,Night,0.027,0,Normal
2024-01-29 04:30:00,223.636,2.662,561.569,0.8345,Winter,Night,0.27,0,Normal
2024-01-29 05:00:00,229.18,2.33,340.095,0.9236,Winter,Night,0.019,0,Normal
2024-01-29 05:30:00,221.53,1.163,245.036,0.7636,Winter,Night,0.135,3,Normal
2024-01-29 06:00:00,222.935,0.163,30.305,0.8332,Winter,Morning,0.257,0,Normal
2024-01-29 06:30:00,225.615,2.581,349.996,0.805,Winter,Morning,0.606,0,Normal
2024-01-29 07:00:00,229.511,0.339,68.12,0.9003,Winter,Morning,0.048,0,Normal
2024-01-29 07:30:00,200.043,1.826,228.688,0.7278,Winter,Morning,1.541,0,Normal
2024-01-29 08:00:00,216.558,0.909,216.988,0.7593,Winter,Morning,0.388,0,Normal
2024-01-29 08:30:00,226.601,0.081,13.095,0.7957,Winter,Morning,0.166,0,Normal
2024-01-29 09:00:00,207.532,0.049,10.666,0.6843,Winter,Morning,1.111,0,Normal
2024-01-29 09:30:00,244.659,0.05,10.006,0.9147,Winter,Morning,0.397,0,Normal
2024-01-29 10:00:00,242.6,3.681,834.519,0.7979,Winter,Morning,2.118,77,Abnormal
2024-01-29 10:30:00,234.133,0.903,183.009,0.7832,Winter,Morning,0.015,0,Normal
2024-01-29 11:00:00,210.205,1.82,213.443,0.7768,Winter,Morning,0.269,0,Normal
2024-01-29 11:30:00,234.98,1.758,402.939,0.6901,Winter,Morning,0.083,16,Normal
2024-01-29 12:00:00,214.153,1.164,152.764,0.803,Winter,Afternoon,1.51,0,Abnormal
2024-01-29 12:30:00,202.923,0.368,63.633,0.8164,Winter,Afternoon,0.416,0,Normal
2024-01-29 13:00:00,227.145,1.158,157.619,0.834,Winter,Afternoon,0.197,0,Normal
2024-01-29 13:30:00,237.631,2.59,326.087,0.7891,Winter,Afternoon,0.241,0,Normal
2024-01-29 14:00:00,234.116,2.662,629.63,0.5933,Winter,Afternoon,1.431,62,Abnormal
2024-01-29 14:30:00,229.262,2.675,476.398,0.8762,Winter,Afternoon,1.015,51,Abnormal
2024-01-29 15:00:00,210.676,0.049,10.532,0.8705,Winter,Afternoon,0.112,0,Normal
2024-01-29 15:30:00,206.688,3.386,477.694,0.9641,Winter,Afternoon,2.021,76,Abnormal
2024-01-29 16:00:00,226.889,2.609,507.244,0.9194,Winter,Afternoon,0.012,3,Normal
2024-01-29 16:30:00,225.659,2.159,323.506,0.9919,Winter,Afternoon,0.32,0,Normal
2024-01-29 17:00:00,228.277,0.049,10.213,0.8691,Winter,Afternoon,0.021,40,Normal
2024-01-29 17:30:00,216.257,2.135,329.441,0.7532,Winter,Afternoon,0.142,84,Normal
2024-01-29 18:00:00,229.425,1.87,371.182,0.7795,Winter,Evening,0.191,0,Normal
2024-01-29 18:30:00,218.122,1.595,349.138,0.9201,Winter,Evening,0.297,0,Normal
2024-01-29 19:00:00,183.76,2.49,420.821,0.7831,Winter,Evening,0.265,48,Abnormal
2024-01-29 19:30:00,213.235,0.658,94.236,0.9263,Winter,Evening,0.188,0,Normal
2024-01-29 20:00:00,212.486,0.295,35.223,0.8845,Winter,Evening,0.371,0,Normal
2024-01-29 20:30:00,217.163,3.231,658.769,0.8266,Winter,Evening,0.221,25,Abnormal
2024-01-29 21:00:00,212.743,1.543,218.335,0.7589,Winter,Evening,0.099,0,Normal
2024-01-29 21:30:00,193.922,3.229,623.056,0.9059,Winter,Evening,0.082,0,Normal
2024-01-29 22:00:00,244.526,1.865,424.973,0.8096,Winter,Night,0.006,0,Normal
2024-01-29 22:30:00,223.061,1.706,333.018,0.7086,Winter,Night,0.293,60,Normal
2024-01-29 23:00:00,203.318,1.245,248.917,0.88,Winter,Night,2.109,0,Normal
2024-01-29 23:30:00,244.609,1.169,242.602,0.9625,Winter,Night,0.298,0,Normal
2024-01-30 00:00:00,241.99,2.17,364.806,0.9936,Winter,Night,0.217,0,Normal
2024-01-30 00:30:00,218.741,1.096,227.095,0.8711,Winter,Night,2.173,0,Normal
2024-01-30 01:00:00,217.732,1.601,220.05,0.7626,Winter,Night,0.392,0,Normal
2024-01-30 01:30:00,220.933,0.971,179.242,0.8959,Winter,Night,0.103,0,Normal
2024-01-30 02:00:00,216.989,1.227,209.371,0.905,Winter,Night,0.263,0,Normal
2024-01-30 02:30:00,193.082,2.291,355.408,0.7252,Winter,Night,0.362,0,Normal
2024-01-30 03:00:00,198.112,1.409,163.87,0.7017,Winter,Night,2.419,33,Abnormal
2024-01-30 03:30:00,197.734,2.81,406.224,0.951,Winter,Night,0.909,0,Abnormal
2024-01-30 04:00:00,232.146,0.469,99.484,0.7504,Winter,Night,0.262,0,Normal
2024-01-30 04:30:00,231.373,2.403,434.312,0.9083,Winter,Night,0.115,67,Normal
2024-01-30 05:00:00,203.521,2.141,277.043,0.9393,Winter,Night,1.533,0,Abnormal
2024-01-30 05:30:00,219.128,1.648,325.471,0.997,Winter,Night,0.036,77,Normal
2024-01-30 06:00:00,229.265,2.726,715.352,0.8623,Winter,Morning,1.208,0,Normal
2024-01-30 06:30:00,229.568,2.082,403.465,0.8756,Winter,Morning,1.289,20,Abnormal
2024-01-30 07:00:00,227.897,2.389,405.621,0.6889,Winter,Morning,2.081,41,Abnormal
2024-01-30 07:30:00,210.029,0.631,103.058,1.0,Winter,Morning,2.359,0,Normal
2024-01-30 08:00:00,230.464,0.051,10.813,0.7473,Winter,Morning,0.081,0,Normal
2024-01-30 08:30:00,241.838,3.352,821.241,0.8498,Winter,Morning,0.232,0,Normal
2024-01-30 09:00:00,239.597,0.861,157.008,0.9396,Winter,Morning,2.129,0,Normal
2024-01-30 09:30:00,245.858,0.05,9.473,1.0,Winter,Morning,0.202,48,Normal
2024-01-30 10:00:00,221.697,1.797,409.674,0.9463,Winter,Morning,0.975,0,Normal
2024-01-30 10:30:00,209.888,4.562,616.577,0.9572,Winter,Morning,0.318,0,Normal
2024-01-30 11:00:00,219.517,1.581,329.862,0.8613,Winter,Morning,0.366,0,Normal
2024-01-30 11:30:00,263.203,0.892,185.168,0.8865,Winter,Morning,0.178,36,Normal
2024-01-30 12:00:00,235.039,0.387,51.126,0.8576,Winter,Afternoon,0.11,0,Normal
2024-01-30 12:30:00,210.779,0.307,46.268,0.87,Winter,Afternoon,0.057,0,Normal
2024-01-30 13:00:00,223.001,1.043,176.319,0.9332,Winter,Afternoon,1.354,49,Normal
2024-01-30 13:30:00,197.263,1.24,179.056,0.7426,Winter,Afternoon,0.534,0,Normal
2024-01-30 14:00:00,239.231,2.559,517.642,0.8403,Winter,Afternoon,0.213,0,Normal
2024-01-30 14:30:00,222.524,2.197,435.65,0.8368,Winter,Afternoon,0.015,6,Normal
2024-01-30 15:00:00,210.692,1.691,356.756,1.0,Winter,Afternoon,1.919,0,Normal
2024-01-30 15:30:00,229.613,2.594,429.633,0.8599,Winter,Afternoon,0.056,0,Normal
2024-01-30 16:00:00,249.497,1.288,206.218,0.8347,Winter,Afternoon,0.228,0,Normal
2024-01-30 16:30:00,194.131,1.986,413.714,0.8218,Winter,Afternoon,0.171,0,Normal
2024-01-30 17:00:00,236.783,0.436,80.432,0.8624,Winter,Afternoon,0.274,0,Normal
2024-01-30 17:30:00,212.694,3.607,844.731,0.9029,Winter,Afternoon,0.292,0,Normal
2024-01-30 18:00:00,218.863,2.595,376.348,0.9415,Winter,Evening,0.473,0,Abnormal
2024-01-30 18:30:00,228.962,2.479,313.038,0.9047,Winter,Evening,0.247,0,Normal
2024-01-30 19:00:00,216.916,1.53,246.419,0.9041,Winter,Evening,0.342,0,Normal
2024-01-30 19:30:00,224.712,2.906,650.199,0.935,Winter,Evening,0.094,52,Normal
2024-01-30 20:00:00,222.302,3.17,544.661,0.6918,Winter,Evening,1.448,0,Abnormal
2024-01-30 20:30:00,216.103,1.767,238.459,0.9159,Winter,Evening,0.348,0,Normal
2024-01-30 21:00:00,246.028,1.758,380.384,1.0,Winter,Evening,1.928,0,Normal
2024-01-30 21:30:00,208.446,1.612,218.464,0.9609,Winter,Evening,0.103,41,Abnormal
2024-01-30 22:00:00,234.664,1.703,327.359,0.9336,Winter,Night,0.088,0,Normal
2024-01-30 22:30:00,228.9,1.303,286.99,0.8081,Winter,Night,0.259,0,Normal
2024-01-30 23:00:00,253.829,3.204,473.549,0.8203,Winter,Night,0.211,0,Normal
2024-01-30 23:30:00,201.682,2.266,466.535,0.8438,Winter,Night,0.176,0,Normal
2024-01-31 00:00:00,208.17,1.752,238.687,0.8224,Winter,Night,0.141,0,Normal
2024-01-31 00:30:00,225.528,0.824,188.22,0.9067,Winter,Night,1.889,0,Normal
2024-01-31 01:00:00,244.974,1.234,157.329,0.8032,Winter,Night,0.573,13,Abnormal
2024-01-31 01:30:00,218.962,1.973,328.459,0.704,Winter,Night,0.359,0,Normal
2024-01-31 02:00:00,236.453,2.927,429.575,0.9349,Winter,Night,0.339,0,Normal
2024-01-31 02:30:00,221.554,0.613,132.374,0.7568,Winter,Night,0.071,0,Normal
2024-01-31 03:00:00,216.842,0.942,172.048,0.5692,Winter,Night,0.33,0,Normal
2024-01-31 03:30:00,217.761,3.244,569.08,1.0,Winter,Night,0.3,0,Normal
2024-01-31 04:00:00,200.416,3.517,574.047,0.8527,Winter,Night,1.019,0,Abnormal
2024-01-31 04:30:00,177.455,2.662,315.531,0.9239,Winter,Night,0.177,19,Normal
2024-01-31 05:00:00,223.637,2.737,493.285,0.8393,Winter,Night,0.134,0,Normal
2024-01-31 05:30:00,231.551,0.051,10.141,0.6819,Winter,Night,0.342,0,Normal
2024-01-31 06:00:00,196.697,1.726,275.19,0.8327,Winter,Morning,0.199,0,Normal
2024-01-31 06:30:00,238.028,0.05,10.184,0.6871,Winter,Morning,0.045,2,Normal
2024-01-31 07:00:00,212.736,0.049,8.908,0.9018,Winter,Morning,0.385,0,Normal
2024-01-31 07:30:00,219.188,2.148,430.318,0.8157,Winter,Morning,0.063,0,Normal
2024-01-31 08:00:00,199.296,1.743,227.339,0.8432,Winter,Morning,0.231,51,Normal
2024-01-31 08:30:00,226.416,4.626,597.685,0.897,Winter,Morning,2.478,0,Normal
2024-01-31 09:00:00,190.106,2.776,477.129,0.8469,Winter,Morning,1.267,0,Normal
2024-01-31 09:30:00,210.227,1.996,413.336,0.8489,Winter,Morning,0.093,0,Normal
2024-01-31 10:00:00,214.647,1.52,347.513,0.9021,Winter,Morning,0.238,0,Normal
2024-01-31 10:30:00,223.479,0.596,134.581,0.7986,Winter,Morning,0.2,0,Normal
2024-01-31 11:00:00,219.422,1.382,301.974,0.8912,Winter,Morning,2.361,0,Normal
2024-01-31 11:30:00,220.564,0.266,60.604,0.9451,Winter,Morning,0.226,0,Normal
2024-01-31 12:00:00,237.386,0.444,71.42,0.889,Winter,Afternoon,1.278,48,Normal
2024-01-31 12:30:00,238.84,2.436,473.399,0.8151,Winter,Afternoon,0.167,0,Normal
2024-01-31 13:00:00,198.268,2.083,419.402,0.8534,Winter,Afternoon,0.235,0,Normal
2024-01-31 13:30:00,212.988,2.074,320.658,0.9719,Winter,Afternoon,0.265,0,Normal
2024-01-31 14:00:00,223.581,1.026,180.978,0.8762,Winter,Afternoon,0.045,0,Normal
2024-01-31 14:30:00,198.0,2.661,395.25,0.9243,Winter,Afternoon,0.469,32,Abnormal
2024-01-31 15:00:00,229.192,1.557,275.113,0.8711,Winter,Afternoon,0.18,0,Normal
2024-01-31 15:30:00,221.768,2.218,304.102,0.8657,Winter,Afternoon,0.241,0,Normal
2024-01-31 16:00:00,226.371,2.732,455.176,0.8208,Winter,Afternoon,0.099,0,Normal
2024-01-31 16:30:00,226.487,3.367,445.506,0.8525,Winter,Afternoon,0.159,22,Normal
2024-01-31 17:00:00,212.291,2.46,357.668,0.8439,Winter,Afternoon,0.104,0,Abnormal
2024-01-31 17:30:00,212.003,0.112,15.608,0.831,Winter,Afternoon,0.378,0,Normal
2024-01-31 18:00:00,221.902,2.381,362.778,0.7631,Winter,Evening,0.138,0,Normal
2024-01-31 18:30:00,210.371,0.486,86.615,0.9134,Winter,Evening,0.801,0,Normal
2024-01-31 19:00:00,224.197,2.962,347.949,0.7871,Winter,Evening,1.896,0,Normal
2024-01-31 19:30:00,222.385,2.132,421.672,1.0,Winter,Evening,0.212,0,Normal
2024-01-31 20:00:00,185.536,1.384,155.816,1.0,Winter,Evening,0.267,5,Abnormal
2024-01-31 20:30:00,231.53,3.259,767.472,0.7964,Winter,Evening,0.131,0,Normal
2024-01-31 21:00:00,234.062,0.449,61.592,0.8052,Winter,Evening,0.342,0,Normal
2024-01-31 21:30:00,226.046,1.795,267.908,0.8357,Winter,Evening,0.085,0,Normal
2024-01-31 22:00:00,208.17,0.056,10.58,0.7394,Winter,Night,0.161,0,Normal
2024-01-31 22:30:00,220.188,2.719,311.253,0.9806,Winter,Night,0.222,28,Abnormal
2024-01-31 23:00:00,209.694,0.573,127.982,0.8463,Winter,Night,2.001,0,Abnormal
2024-01-31 23:30:00,188.585,0.925,188.061,0.8863,Winter,Night,0.302,40,Normal
2024-02-01 00:00:00,235.91,1.86,378.67,0.896,Winter,Night,0.472,0,Normal
2024-02-01 00:30:00,224.604,0.739,123.807,0.8501,Winter,Night,0.207,0,Normal
2024-02-01 01:00:00,253.575,2.169,301.547,0.8452,Winter,Night,0.077,0,Normal
2024-02-01 01:30:00,219.773,3.226,423.316,0.9146,Winter,Night,0.206,72,Abnormal
2024-02-01 02:00:00,213.181,3.058,643.456,0.9951,Winter,Night,0.236,0,Normal
2024-02-01 02:30:00,202.497,3.878,593.349,1.0,Winter,Night,0.205,0,Normal
2024-02-01 03:00:00,209.596,1.403,220.347,0.7724,Winter,Night,0.393,55,Normal
2024-02-01 03:30:00,225.941,1.219,245.92,0.8536,Winter,Night,0.377,0,Normal
2024-02-01 04:00:00,205.516,4.126,716.136,0.8801,Winter,Night,0.058,0,Normal
2024-02-01 04:30:00,210.478,3.382,675.529,0.8571,Winter,Night,0.04,0,Normal
2024-02-01 05:00:00,219.141,3.335,697.835,0.9377,Winter,Night,0.338,0,Normal
2024-02-01 05:30:00,213.852,2.555,477.272,1.0,Winter,Night,0.186,0,Normal
2024-02-01 06:00:00,231.983,1.323,180.621,0.9409,Winter,Morning,1.746,23,Normal
2024-02-01 06:30:00,238.398,1.666,223.142,0.9225,Winter,Morning,1.763,0,Normal
2024-02-01 07:00:00,225.243,2.374,445.122,0.7529,Winter,Morning,2.392,0,Normal
2024-02-01 07:30:00,230.171,2.674,360.789,0.9183,Winter,Morning,0.246,0,Normal
2024-02-01 08:00:00,217.049,2.015,494.315,0.7519,Winter,Morning,0.31,0,Normal
2024-02-01 08:30:00,212.49,1.081,145.111,0.7661,Winter,Morning,0.149,0,Normal
2024-02-01 09:00:00,236.319,0.959,186.922,0.8653,Winter,Morning,0.204,88,Normal
2024-02-01 09:30:00,245.687,1.63,404.244,0.7306,Winter,Morning,0.206,0,Normal
2024-02-01 10:00:00,207.08,3.042,519.154,0.8546,Winter,Morning,0.166,3,Normal
2024-02-01 10:30:00,234.498,0.052,11.009,0.8348,Winter,Morning,0.205,0,Normal
2024-02-01 11:00:00,220.87,3.093,375.398,0.8011,Winter,Morning,0.108,0,Normal
2024-02-01 11:30:00,187.841,2.002,250.631,0.8667,Winter,Morning,2.012,26,Abnormal
2024-02-01 12:00:00,211.742,1.85,315.868,0.7348,Winter,Afternoon,0.314,0,Normal
2024-02-01 12:30:00,182.693,2.119,294.184,0.8482,Winter,Afternoon,0.143,0,Normal
2024-02-01 13:00:00,180.206,0.048,10.604,0.7175,Winter,Afternoon,0.207,0,Normal
2024-02-01 13:30:00,210.337,4.027,542.491,0.9703,Winter,Afternoon,0.015,39,Abnormal
2024-02-01 14:00:00,228.281,1.034,127.91,1.0,Winter,Afternoon,0.208,0,Normal
2024-02-01 14:30:00,218.92,3.093,441.034,1.0,Winter,Afternoon,0.196,0,Normal
2024-02-01 15:00:00,224.841,1.305,287.905,0.6476,Winter,Afternoon,0.622,0,Normal
2024-02-01 15:30:00,218.625,2.904,459.863,0.9363,Winter,Afternoon,0.908,8,Abnormal
2024-02-01 16:00:00,221.963,2.392,575.709,0.9099,Winter,Afternoon,0.184,32,Abnormal
2024-02-01 16:30:00,244.793,0.688,168.784,0.9203,Winter,Afternoon,0.29,0,Normal
2024-02-01 17:00:00,222.093,1.22,230.876,0.9576,Winter,Afternoon,2.161,0,Normal
2024-02-01 17:30:00,216.811,2.829,555.969,0.8704,Winter,Afternoon,0.172,72,Normal
2024-02-01 18:00:00,227.87,0.414,88.557,0.7065,Winter,Evening,0.233,0,Normal
2024-02-01 18:30:00,217.066,1.913,264.385,1.0,Winter,Evening,0.398,0,Normal
2024-02-01 19:00:00,205.763,0.05,11.097,0.8596,Winter,Evening,0.347,0,Normal
2024-02-01 19:30:00,217.188,0.48,67.738,0.7695,Winter,Evening,1.712,0,Abnormal
2024-02-01 20:00:00,216.843,2.954,547.353,0.953,Winter,Evening,0.012,0,Normal
2024-02-01 20:30:00,225.49,2.222,506.258,0.9593,Winter,Evening,0.041,79,Normal
2024-02-01 21:00:00,205.737,3.315,507.904,0.935,Winter,Evening,0.251,0,Normal
2024-02-01 21:30:00,199.297,0.601,91.127,0.7845,Winter,Evening,0.064,65,Normal
2024-02-01 22:00:00,225.211,1.868,228.981,0.8821,Winter,Night,0.323,0,Normal
2024-02-01 22:30:00,238.599,1.453,325.77,0.9477,Winter,Night,0.258,0,Normal
2024-02-01 23:00:00,217.143,2.107,355.485,0.7921,Winter,Night,0.187,0,Normal
2024-02-01 23:30:00,212.525,1.934,247.666,0.8617,Winter,Night,0.034,0,Normal
2024-02-02 00:00:00,205.182,2.407,392.373,0.7924,Winter,Night,0.131,27,Normal
2024-02-02 00:30:00,213.866,0.428,66.916,0.9732,Winter,Night,0.669,33,Normal
2024-02-02 01:00:00,212.567,1.464,267.888,0.8062,Winter,Night,0.324,0,Normal
2024-02-02 01:30:00,220.12,1.108,224.957,0.9579,Winter,Night,0.079,0,Normal
2024-02-02 02:00:00,226.023,2.114,271.933,0.8408,Winter,Night,0.385,0,Normal
2024-02-02 02:30:00,220.919,2.454,468.946,0.8902,Winter,Night,0.202,0,Normal
2024-02-02 03:00:00,210.246,0.735,98.71,0.8066,Winter,Night,0.284,0,Normal
2024-02-02 03:30:00,221.73,1.028,182.682,1.0,Winter,Night,0.138,0,Normal
2024-02-02 04:00:00,233.431,2.912,471.417,0.8115,Winter,Night,0.372,0,Normal
2024-02-02 04:30:00,201.63,3.752,397.884,0.8962,Winter,Night,0.857,65,Abnormal
2024-02-02 05:00:00,203.597,1.763,383.104,0.9475,Winter,Night,0.22,0,Normal
2024-02-02 05:30:00,221.451,4.318,912.499,0.9072,Winter,Night,0.25,0,Normal
2024-02-02 06:00:00,222.621,1.194,231.809,0.9032,Winter,Morning,0.049,66,Normal
2024-02-02 06:30:00,246.125,1.1,222.435,0.9564,Winter,Morning,0.336,0,Normal
2024-02-02 07:00:00,231.494,0.675,84.27,0.8974,Winter,Morning,0.948,0,Normal
2024-02-02 07:30:00,202.251,2.194,409.722,1.0,Winter,Morning,0.2,0,Abnormal
2024-02-02 08:00:00,227.878,1.195,231.182,0.7463,Winter,Morning,1.734,0,Normal
2024-02-02 08:30:00,229.61,2.386,498.038,0.784,Winter,Morning,1.381,0,Normal
2024-02-02 09:00:00,222.339,1.783,315.216,0.8738,Winter,Morning,0.008,0,Normal
2024-02-02 09:30:00,245.833,1.738,406.633,0.8202,Winter,Morning,0.171,2,Normal
2024-02-02 10:00:00,239.902,1.917,481.142,0.8445,Winter,Morning,0.164,26,Normal
2024-02-02 10:30:00,203.346,0.516,81.53,0.892,Winter,Morning,0.346,0,Normal
2024-02-02 11:00:00,214.404,1.608,321.904,0.9664,Winter,Morning,0.143,0,Normal
2024-02-02 11:30:00,194.162,2.551,475.523,0.8866,Winter,Morning,0.006,53,Normal
2024-02-02 12:00:00,236.857,0.785,141.264,0.8639,Winter,Afternoon,0.033,0,Normal
2024-02-02 12:30:00,218.915,2.525,538.619,0.9717,Winter,Afternoon,0.248,0,Normal
2024-02-02 13:00:00,211.123,0.09,18.4,0.8722,Winter,Afternoon,0.276,0,Normal
2024-02-02 13:30:00,232.281,1.102,197.429,0.7111,Winter,Afternoon,0.049,0,Normal
2024-02-02 14:00:00,216.061,0.908,122.601,0.8886,Winter,Afternoon,0.377,0,Normal
2024-02-02 14:30:00,211.804,2.137,285.221,0.5936,Winter,Afternoon,0.358,0,Normal
2024-02-02 15:00:00,193.089,1.177,183.587,0.9257,Winter,Afternoon,0.307,0,Normal
2024-02-02 15:30:00,225.013,0.58,83.252,0.9016,Winter,Afternoon,0.37,0,Normal
2024-02-02 16:00:00,213.489,1.04,154.41,0.7695,Winter,Afternoon,0.27,0,Normal
2024-02-02 16:30:00,233.472,2.701,593.493,0.9088,Winter,Afternoon,0.242,0,Normal
2024-02-02 17:00:00,196.795,1.223,165.732,0.7676,Winter,Afternoon,0.301,0,Normal
2024-02-02 17:30:00,214.819,3.565,648.025,0.813,Winter,Afternoon,0.346,0,Normal
2024-02-02 18:00:00,226.513,1.567,249.746,0.7848,Winter,Evening,0.372,82,Normal
2024-02-02 18:30:00,198.295,1.202,189.414,0.8608,Winter,Evening,0.369,0,Normal
2024-02-02 19:00:00,190.074,2.019,356.937,0.865,Winter,Evening,2.375,0,Normal
2024-02-02 19:30:00,212.766,0.133,15.89,0.7482,Winter,Evening,0.237,0,Normal
2024-02-02 20:00:00,225.365,0.755,129.273,0.7676,Winter,Evening,0.328,0,Normal
2024-02-02 20:30:00,221.657,3.353,486.002,0.9014,Winter,Evening,0.363,0,Normal
2024-02-02 21:00:00,185.645,1.619,169.649,0.9402,Winter,Evening,0.181,0,Normal
2024-02-02 21:30:00,227.03,1.946,424.093,0.8118,Winter,Evening,0.3,3,Normal
2024-02-02 22:00:00,219.235,2.334,477.57,0.843,Winter,Night,0.104,0,Normal
2024-02-02 22:30:00,226.344,1.467,328.954,0.7009,Winter,Night,0.26,0,Normal
2024-02-02 23:00:00,216.899,3.255,731.349,0.7477,Winter,Night,2.437,0,Normal
2024-02-02 23:30:00,227.021,0.504,124.767,0.8421,Winter,Night,0.071,0,Normal
